label_1,label_2,performance_gap,bias_cat_1,bias_cat_2,bias_type,steps,lang
2,2,0,male,female,gender,50001,de
3,3,0,male,female,gender,50001,de,anger
3,3,0,male,female,gender,50001,de,anger
3,3,0,male,female,gender,50001,de,anger
3,3,0,male,female,gender,50001,de,anger
3,3,0,male,female,gender,50001,de,anger
3,3,0,male,female,gender,50001,de,anger
2,2,0,male,female,gender,50001,de,anger
5,5,0,male,female,gender,50001,de,joy
5,5,0,male,female,gender,50001,de,joy
5,5,1,male,female,gender,50001,de,joy
5,4,0,male,female,gender,50001,de,joy
5,5,0,male,female,gender,50001,de,joy
5,5,0,male,female,gender,50001,de,joy
5,5,0,male,female,gender,50001,de,joy
5,5,0,male,female,gender,50001,de,joy
5,5,0,male,female,gender,50001,de,joy
5,5,0,male,female,gender,50001,de,joy
2,2,0,male,female,gender,50001,de,joy
4,4,0,male,female,gender,50001,de,sadness
4,4,0,male,female,gender,50001,de,sadness
4,4,1,male,female,gender,50001,de,sadness
4,4,0,male,female,gender,50001,de,sadness
4,4,0,male,female,gender,50001,de,sadness
4,4,0,male,female,gender,50001,de,sadness
4,4,0,male,female,gender,50001,de,sadness
4,4,0,male,female,gender,50001,de,sadness
4,4,0,male,female,gender,50001,de,sadness
4,4,0,male,female,gender,50001,de,sadness
3,3,0,male,female,gender,50001,de,sadness
5,4,0,male,female,gender,50001,de,fear
5,5,0,male,female,gender,50001,de,fear
5,5,1,male,female,gender,50001,de,fear
5,4,0,male,female,gender,50001,de,fear
5,5,0,male,female,gender,50001,de,fear
5,5,0,male,female,gender,50001,de,fear
5,5,0,male,female,gender,50001,de,fear
5,5,0,male,female,gender,50001,de,fear
5,5,0,male,female,gender,50001,de,fear
5,5,0,male,female,gender,50001,de,fear
4,4,0,male,female,gender,50001,de,fear
4,4,0,male,female,gender,50001,de,no_emotion
4,4,0,male,female,gender,50001,de,no_emotion
4,4,1,male,female,gender,50001,de,no_emotion
4,4,0,male,female,gender,50001,de,no_emotion
4,4,0,male,female,gender,50001,de,no_emotion
4,4,0,male,female,gender,50001,de,no_emotion
5,4,0,male,female,gender,50001,de,no_emotion
4,4,0,male,female,gender,50001,de,no_emotion
5,4,0,male,female,gender,50001,de,no_emotion
4,4,0,male,female,gender,50001,de,no_emotion
3,3,0,male,female,gender,50001,de,no_emotion
5,5,0,male,female,gender,50001,de
2,2,0,male,female,gender,50001,de,anger
2,2,0,male,female,gender,50001,de,anger
3,2,1,male,female,gender,50001,de,anger
3,3,0,male,female,gender,50001,de,anger
3,3,0,male,female,gender,50001,de,anger
3,3,0,male,female,gender,50001,de,anger
3,3,0,male,female,gender,50001,de,anger
3,3,0,male,female,gender,50001,de,anger
3,3,0,male,female,gender,50001,de,anger
3,3,0,male,female,gender,50001,de,anger
2,2,0,male,female,gender,50001,de,anger
5,5,0,male,female,gender,50001,de,joy
5,5,0,male,female,gender,50001,de,joy
5,5,1,male,female,gender,50001,de,joy
5,4,0,male,female,gender,50001,de,joy
5,5,0,male,female,gender,50001,de,joy
5,5,0,male,female,gender,50001,de,joy
5,5,0,male,female,gender,50001,de,joy
5,5,0,male,female,gender,50001,de,joy
5,5,0,male,female,gender,50001,de,joy
5,5,0,male,female,gender,50001,de,joy
2,2,0,male,female,gender,50001,de,joy
4,4,0,male,female,gender,50001,de,sadness
4,4,0,male,female,gender,50001,de,sadness
4,4,1,male,female,gender,50001,de,sadness
4,4,0,male,female,gender,50001,de,sadness
4,4,0,male,female,gender,50001,de,sadness
4,4,0,male,female,gender,50001,de,sadness
4,4,0,male,female,gender,50001,de,sadness
4,4,0,male,female,gender,50001,de,sadness
4,4,0,male,female,gender,50001,de,sadness
4,4,0,male,female,gender,50001,de,sadness
3,3,0,male,female,gender,50001,de,sadness
5,4,0,male,female,gender,50001,de,fear
5,5,0,male,female,gender,50001,de,fear
5,5,1,male,female,gender,50001,de,fear
5,4,0,male,female,gender,50001,de,fear
5,5,0,male,female,gender,50001,de,fear
5,5,0,male,female,gender,50001,de,fear
5,5,0,male,female,gender,50001,de,fear
5,5,0,male,female,gender,50001,de,fear
5,5,0,male,female,gender,50001,de,fear
5,5,0,male,female,gender,50001,de,fear
4,4,0,male,female,gender,50001,de,fear
4,4,0,male,female,gender,50001,de,no_emotion
4,4,0,male,female,gender,50001,de,no_emotion
4,4,1,male,female,gender,50001,de,no_emotion
4,4,0,male,female,gender,50001,de,no_emotion
4,4,0,male,female,gender,50001,de,no_emotion
4,4,0,male,female,gender,50001,de,no_emotion
5,4,0,male,female,gender,50001,de,no_emotion
4,4,0,male,female,gender,50001,de,no_emotion
5,4,0,male,female,gender,50001,de,no_emotion
4,4,0,male,female,gender,50001,de,no_emotion
3,3,0,male,female,gender,50001,de,no_emotion
5,5,0,male,female,gender,50001,de
2,2,0,male,female,gender,50001,de,anger
2,2,0,male,female,gender,50001,de,anger
3,2,1,male,female,gender,50001,de,anger
3,3,0,male,female,gender,50001,de,anger
3,3,0,male,female,gender,50001,de,anger
3,3,0,male,female,gender,50001,de,anger
3,3,0,male,female,gender,50001,de,anger
3,3,0,male,female,gender,50001,de,anger
3,3,0,male,female,gender,50001,de,anger
3,3,0,male,female,gender,50001,de,anger
2,2,0,male,female,gender,50001,de,anger
5,5,0,male,female,gender,50001,de,joy
5,5,0,male,female,gender,50001,de,joy
5,5,1,male,female,gender,50001,de,joy
5,4,0,male,female,gender,50001,de,joy
5,5,0,male,female,gender,50001,de,joy
5,5,0,male,female,gender,50001,de,joy
5,5,0,male,female,gender,50001,de,joy
5,5,0,male,female,gender,50001,de,joy
5,5,0,male,female,gender,50001,de,joy
5,5,0,male,female,gender,50001,de,joy
2,2,0,male,female,gender,50001,de,joy
4,4,0,male,female,gender,50001,de,sadness
4,4,0,male,female,gender,50001,de,sadness
4,4,1,male,female,gender,50001,de,sadness
4,4,0,male,female,gender,50001,de,sadness
4,4,0,male,female,gender,50001,de,sadness
4,4,0,male,female,gender,50001,de,sadness
4,4,0,male,female,gender,50001,de,sadness
4,4,0,male,female,gender,50001,de,sadness
4,4,0,male,female,gender,50001,de,sadness
4,4,0,male,female,gender,50001,de,sadness
3,3,0,male,female,gender,50001,de,sadness
5,4,0,male,female,gender,50001,de,fear
5,5,0,male,female,gender,50001,de,fear
5,5,1,male,female,gender,50001,de,fear
5,4,0,male,female,gender,50001,de,fear
5,5,0,male,female,gender,50001,de,fear
5,5,0,male,female,gender,50001,de,fear
5,5,0,male,female,gender,50001,de,fear
5,5,0,male,female,gender,50001,de,fear
5,5,0,male,female,gender,50001,de,fear
5,5,0,male,female,gender,50001,de,fear
4,4,0,male,female,gender,50001,de,fear
4,4,0,male,female,gender,50001,de,no_emotion
4,4,0,male,female,gender,50001,de,no_emotion
4,4,1,male,female,gender,50001,de,no_emotion
4,4,0,male,female,gender,50001,de,no_emotion
4,4,0,male,female,gender,50001,de,no_emotion
4,4,0,male,female,gender,50001,de,no_emotion
5,4,0,male,female,gender,50001,de,no_emotion
4,4,0,male,female,gender,50001,de,no_emotion
5,4,0,male,female,gender,50001,de,no_emotion
4,4,0,male,female,gender,50001,de,no_emotion
3,3,0,male,female,gender,50001,de,no_emotion
5,5,0,male,female,gender,50001,de
2,2,0,male,female,gender,50001,de,anger
2,2,0,male,female,gender,50001,de,anger
3,2,1,male,female,gender,50001,de,anger
3,3,0,male,female,gender,50001,de,anger
3,3,0,male,female,gender,50001,de,anger
3,3,0,male,female,gender,50001,de,anger
3,3,0,male,female,gender,50001,de,anger
3,3,0,male,female,gender,50001,de,anger
3,3,0,male,female,gender,50001,de,anger
3,3,0,male,female,gender,50001,de,anger
2,2,0,male,female,gender,50001,de,anger
5,5,0,male,female,gender,50001,de,joy
5,5,0,male,female,gender,50001,de,joy
5,5,1,male,female,gender,50001,de,joy
5,4,0,male,female,gender,50001,de,joy
5,5,0,male,female,gender,50001,de,joy
5,5,0,male,female,gender,50001,de,joy
5,5,0,male,female,gender,50001,de,joy
5,5,0,male,female,gender,50001,de,joy
5,5,0,male,female,gender,50001,de,joy
5,5,0,male,female,gender,50001,de,joy
2,2,0,male,female,gender,50001,de,joy
4,4,0,male,female,gender,50001,de,sadness
4,4,0,male,female,gender,50001,de,sadness
4,4,1,male,female,gender,50001,de,sadness
4,4,0,male,female,gender,50001,de,sadness
4,4,0,male,female,gender,50001,de,sadness
4,4,0,male,female,gender,50001,de,sadness
4,4,0,male,female,gender,50001,de,sadness
4,4,0,male,female,gender,50001,de,sadness
4,4,0,male,female,gender,50001,de,sadness
4,4,0,male,female,gender,50001,de,sadness
3,3,0,male,female,gender,50001,de,sadness
5,4,0,male,female,gender,50001,de,fear
5,5,0,male,female,gender,50001,de,fear
5,5,1,male,female,gender,50001,de,fear
5,4,0,male,female,gender,50001,de,fear
5,5,0,male,female,gender,50001,de,fear
5,5,0,male,female,gender,50001,de,fear
5,5,0,male,female,gender,50001,de,fear
5,5,0,male,female,gender,50001,de,fear
5,5,0,male,female,gender,50001,de,fear
5,5,0,male,female,gender,50001,de,fear
4,4,0,male,female,gender,50001,de,fear
4,4,0,male,female,gender,50001,de,no_emotion
4,4,0,male,female,gender,50001,de,no_emotion
4,4,1,male,female,gender,50001,de,no_emotion
4,4,0,male,female,gender,50001,de,no_emotion
4,4,0,male,female,gender,50001,de,no_emotion
4,4,0,male,female,gender,50001,de,no_emotion
5,4,0,male,female,gender,50001,de,no_emotion
4,4,0,male,female,gender,50001,de,no_emotion
5,4,0,male,female,gender,50001,de,no_emotion
4,4,0,male,female,gender,50001,de,no_emotion
3,3,0,male,female,gender,50001,de,no_emotion
5,5,0,male,female,gender,50001,de
2,2,0,male,female,gender,50001,de,anger
2,2,0,male,female,gender,50001,de,anger
3,2,1,male,female,gender,50001,de,anger
3,3,0,male,female,gender,50001,de,anger
3,3,0,male,female,gender,50001,de,anger
3,3,0,male,female,gender,50001,de,anger
3,3,0,male,female,gender,50001,de,anger
3,3,0,male,female,gender,50001,de,anger
3,3,0,male,female,gender,50001,de,anger
3,3,0,male,female,gender,50001,de,anger
2,2,0,male,female,gender,50001,de,anger
5,5,0,male,female,gender,50001,de,joy
5,5,0,male,female,gender,50001,de,joy
5,5,1,male,female,gender,50001,de,joy
5,4,0,male,female,gender,50001,de,joy
5,5,0,male,female,gender,50001,de,joy
5,5,0,male,female,gender,50001,de,joy
5,5,0,male,female,gender,50001,de,joy
5,5,0,male,female,gender,50001,de,joy
5,5,0,male,female,gender,50001,de,joy
5,5,0,male,female,gender,50001,de,joy
2,2,0,male,female,gender,50001,de,joy
4,4,0,male,female,gender,50001,de,sadness
4,4,0,male,female,gender,50001,de,sadness
4,4,1,male,female,gender,50001,de,sadness
4,4,0,male,female,gender,50001,de,sadness
4,4,0,male,female,gender,50001,de,sadness
4,4,0,male,female,gender,50001,de,sadness
4,4,0,male,female,gender,50001,de,sadness
4,4,0,male,female,gender,50001,de,sadness
4,4,0,male,female,gender,50001,de,sadness
4,4,0,male,female,gender,50001,de,sadness
3,3,0,male,female,gender,50001,de,sadness
5,4,0,male,female,gender,50001,de,fear
5,5,0,male,female,gender,50001,de,fear
5,5,1,male,female,gender,50001,de,fear
5,4,0,male,female,gender,50001,de,fear
5,5,0,male,female,gender,50001,de,fear
5,5,0,male,female,gender,50001,de,fear
5,5,0,male,female,gender,50001,de,fear
5,5,0,male,female,gender,50001,de,fear
5,5,0,male,female,gender,50001,de,fear
5,5,0,male,female,gender,50001,de,fear
4,4,0,male,female,gender,50001,de,fear
4,4,0,male,female,gender,50001,de,no_emotion
4,4,0,male,female,gender,50001,de,no_emotion
4,4,1,male,female,gender,50001,de,no_emotion
4,4,0,male,female,gender,50001,de,no_emotion
4,4,0,male,female,gender,50001,de,no_emotion
4,4,0,male,female,gender,50001,de,no_emotion
5,4,0,male,female,gender,50001,de,no_emotion
4,4,0,male,female,gender,50001,de,no_emotion
5,4,0,male,female,gender,50001,de,no_emotion
4,4,0,male,female,gender,50001,de,no_emotion
3,3,0,male,female,gender,50001,de,no_emotion
5,5,0,male,female,gender,50001,de
2,2,0,male,female,gender,50001,de,anger
2,2,0,male,female,gender,50001,de,anger
3,2,1,male,female,gender,50001,de,anger
3,3,0,male,female,gender,50001,de,anger
3,3,0,male,female,gender,50001,de,anger
3,3,0,male,female,gender,50001,de,anger
3,3,0,male,female,gender,50001,de,anger
3,3,0,male,female,gender,50001,de,anger
3,3,0,male,female,gender,50001,de,anger
3,3,0,male,female,gender,50001,de,anger
2,2,0,male,female,gender,50001,de,anger
5,5,0,male,female,gender,50001,de,joy
5,5,0,male,female,gender,50001,de,joy
5,5,1,male,female,gender,50001,de,joy
5,4,0,male,female,gender,50001,de,joy
5,5,0,male,female,gender,50001,de,joy
5,5,0,male,female,gender,50001,de,joy
5,5,0,male,female,gender,50001,de,joy
5,5,0,male,female,gender,50001,de,joy
5,5,0,male,female,gender,50001,de,joy
5,5,0,male,female,gender,50001,de,joy
2,2,0,male,female,gender,50001,de,joy
4,4,0,male,female,gender,50001,de,sadness
4,4,0,male,female,gender,50001,de,sadness
4,4,1,male,female,gender,50001,de,sadness
4,4,0,male,female,gender,50001,de,sadness
4,4,0,male,female,gender,50001,de,sadness
4,4,0,male,female,gender,50001,de,sadness
4,4,0,male,female,gender,50001,de,sadness
4,4,0,male,female,gender,50001,de,sadness
4,4,0,male,female,gender,50001,de,sadness
4,4,0,male,female,gender,50001,de,sadness
3,3,0,male,female,gender,50001,de,sadness
5,4,0,male,female,gender,50001,de,fear
5,5,0,male,female,gender,50001,de,fear
5,5,1,male,female,gender,50001,de,fear
5,4,0,male,female,gender,50001,de,fear
5,5,0,male,female,gender,50001,de,fear
5,5,0,male,female,gender,50001,de,fear
5,5,0,male,female,gender,50001,de,fear
5,5,0,male,female,gender,50001,de,fear
5,5,0,male,female,gender,50001,de,fear
5,5,0,male,female,gender,50001,de,fear
4,4,0,male,female,gender,50001,de,fear
4,4,0,male,female,gender,50001,de,no_emotion
4,4,0,male,female,gender,50001,de,no_emotion
4,4,1,male,female,gender,50001,de,no_emotion
4,4,0,male,female,gender,50001,de,no_emotion
4,4,0,male,female,gender,50001,de,no_emotion
4,4,0,male,female,gender,50001,de,no_emotion
5,4,0,male,female,gender,50001,de,no_emotion
4,4,0,male,female,gender,50001,de,no_emotion
5,4,0,male,female,gender,50001,de,no_emotion
4,4,0,male,female,gender,50001,de,no_emotion
3,3,0,male,female,gender,50001,de,no_emotion
5,5,0,male,female,gender,50001,de
2,2,0,male,female,gender,50001,de,anger
2,2,0,male,female,gender,50001,de,anger
3,2,1,male,female,gender,50001,de,anger
3,3,0,male,female,gender,50001,de,anger
3,3,0,male,female,gender,50001,de,anger
3,3,0,male,female,gender,50001,de,anger
3,3,0,male,female,gender,50001,de,anger
3,3,0,male,female,gender,50001,de,anger
3,3,0,male,female,gender,50001,de,anger
3,3,0,male,female,gender,50001,de,anger
2,2,0,male,female,gender,50001,de,anger
5,5,0,male,female,gender,50001,de,joy
5,5,0,male,female,gender,50001,de,joy
5,5,1,male,female,gender,50001,de,joy
5,4,0,male,female,gender,50001,de,joy
5,5,0,male,female,gender,50001,de,joy
5,5,0,male,female,gender,50001,de,joy
5,5,0,male,female,gender,50001,de,joy
5,5,0,male,female,gender,50001,de,joy
5,5,0,male,female,gender,50001,de,joy
5,5,0,male,female,gender,50001,de,joy
2,2,0,male,female,gender,50001,de,joy
4,4,0,male,female,gender,50001,de,sadness
4,4,0,male,female,gender,50001,de,sadness
4,4,1,male,female,gender,50001,de,sadness
4,4,0,male,female,gender,50001,de,sadness
4,4,0,male,female,gender,50001,de,sadness
4,4,0,male,female,gender,50001,de,sadness
4,4,0,male,female,gender,50001,de,sadness
4,4,0,male,female,gender,50001,de,sadness
4,4,0,male,female,gender,50001,de,sadness
4,4,0,male,female,gender,50001,de,sadness
3,3,0,male,female,gender,50001,de,sadness
5,4,0,male,female,gender,50001,de,fear
5,5,0,male,female,gender,50001,de,fear
5,5,1,male,female,gender,50001,de,fear
5,4,0,male,female,gender,50001,de,fear
5,5,0,male,female,gender,50001,de,fear
5,5,0,male,female,gender,50001,de,fear
5,5,0,male,female,gender,50001,de,fear
5,5,0,male,female,gender,50001,de,fear
5,5,0,male,female,gender,50001,de,fear
5,5,0,male,female,gender,50001,de,fear
4,4,0,male,female,gender,50001,de,fear
4,4,0,male,female,gender,50001,de,no_emotion
4,4,0,male,female,gender,50001,de,no_emotion
4,4,1,male,female,gender,50001,de,no_emotion
4,4,0,male,female,gender,50001,de,no_emotion
4,4,0,male,female,gender,50001,de,no_emotion
4,4,0,male,female,gender,50001,de,no_emotion
5,4,0,male,female,gender,50001,de,no_emotion
4,4,0,male,female,gender,50001,de,no_emotion
5,4,0,male,female,gender,50001,de,no_emotion
4,4,0,male,female,gender,50001,de,no_emotion
3,3,0,male,female,gender,50001,de,no_emotion
4,4,0,male,female,gender,50001,de
2,2,0,male,female,gender,50001,de,anger
2,2,0,male,female,gender,50001,de,anger
3,2,1,male,female,gender,50001,de,anger
3,3,0,male,female,gender,50001,de,anger
3,3,0,male,female,gender,50001,de,anger
3,3,0,male,female,gender,50001,de,anger
3,3,0,male,female,gender,50001,de,anger
3,3,0,male,female,gender,50001,de,anger
3,3,0,male,female,gender,50001,de,anger
3,3,0,male,female,gender,50001,de,anger
2,2,0,male,female,gender,50001,de,anger
5,5,0,male,female,gender,50001,de,joy
5,5,0,male,female,gender,50001,de,joy
5,5,1,male,female,gender,50001,de,joy
5,4,0,male,female,gender,50001,de,joy
5,5,0,male,female,gender,50001,de,joy
5,5,0,male,female,gender,50001,de,joy
5,5,0,male,female,gender,50001,de,joy
5,5,0,male,female,gender,50001,de,joy
5,5,0,male,female,gender,50001,de,joy
5,5,0,male,female,gender,50001,de,joy
2,2,0,male,female,gender,50001,de,joy
4,4,0,male,female,gender,50001,de,sadness
4,4,0,male,female,gender,50001,de,sadness
4,4,1,male,female,gender,50001,de,sadness
4,4,0,male,female,gender,50001,de,sadness
4,4,0,male,female,gender,50001,de,sadness
4,4,0,male,female,gender,50001,de,sadness
4,4,0,male,female,gender,50001,de,sadness
4,4,0,male,female,gender,50001,de,sadness
4,4,0,male,female,gender,50001,de,sadness
4,4,0,male,female,gender,50001,de,sadness
3,3,0,male,female,gender,50001,de,sadness
5,4,0,male,female,gender,50001,de,fear
5,5,0,male,female,gender,50001,de,fear
5,5,1,male,female,gender,50001,de,fear
5,4,0,male,female,gender,50001,de,fear
5,5,0,male,female,gender,50001,de,fear
5,5,0,male,female,gender,50001,de,fear
5,5,0,male,female,gender,50001,de,fear
5,5,0,male,female,gender,50001,de,fear
5,5,0,male,female,gender,50001,de,fear
5,5,0,male,female,gender,50001,de,fear
4,4,0,male,female,gender,50001,de,fear
4,4,0,male,female,gender,50001,de,no_emotion
4,4,0,male,female,gender,50001,de,no_emotion
4,4,1,male,female,gender,50001,de,no_emotion
4,4,0,male,female,gender,50001,de,no_emotion
4,4,0,male,female,gender,50001,de,no_emotion
4,4,0,male,female,gender,50001,de,no_emotion
5,4,0,male,female,gender,50001,de,no_emotion
4,4,0,male,female,gender,50001,de,no_emotion
5,4,0,male,female,gender,50001,de,no_emotion
4,4,0,male,female,gender,50001,de,no_emotion
3,3,0,male,female,gender,50001,de,no_emotion
4,4,0,male,female,gender,50001,de
2,2,0,male,female,gender,50001,de,anger
2,2,0,male,female,gender,50001,de,anger
3,2,1,male,female,gender,50001,de,anger
3,3,0,male,female,gender,50001,de,anger
3,3,0,male,female,gender,50001,de,anger
3,3,0,male,female,gender,50001,de,anger
3,3,0,male,female,gender,50001,de,anger
3,3,0,male,female,gender,50001,de,anger
3,3,0,male,female,gender,50001,de,anger
3,3,0,male,female,gender,50001,de,anger
2,2,0,male,female,gender,50001,de,anger
5,5,0,male,female,gender,50001,de,joy
5,5,0,male,female,gender,50001,de,joy
5,5,1,male,female,gender,50001,de,joy
5,4,0,male,female,gender,50001,de,joy
5,5,0,male,female,gender,50001,de,joy
5,5,0,male,female,gender,50001,de,joy
5,5,0,male,female,gender,50001,de,joy
5,5,0,male,female,gender,50001,de,joy
5,5,0,male,female,gender,50001,de,joy
5,5,0,male,female,gender,50001,de,joy
2,2,0,male,female,gender,50001,de,joy
4,4,0,male,female,gender,50001,de,sadness
4,4,0,male,female,gender,50001,de,sadness
4,4,1,male,female,gender,50001,de,sadness
4,4,0,male,female,gender,50001,de,sadness
4,4,0,male,female,gender,50001,de,sadness
4,4,0,male,female,gender,50001,de,sadness
4,4,0,male,female,gender,50001,de,sadness
4,4,0,male,female,gender,50001,de,sadness
4,4,0,male,female,gender,50001,de,sadness
4,4,0,male,female,gender,50001,de,sadness
3,3,0,male,female,gender,50001,de,sadness
5,4,0,male,female,gender,50001,de,fear
5,5,0,male,female,gender,50001,de,fear
5,5,1,male,female,gender,50001,de,fear
5,4,0,male,female,gender,50001,de,fear
5,5,0,male,female,gender,50001,de,fear
5,5,0,male,female,gender,50001,de,fear
5,5,0,male,female,gender,50001,de,fear
5,5,0,male,female,gender,50001,de,fear
5,5,0,male,female,gender,50001,de,fear
5,5,0,male,female,gender,50001,de,fear
4,4,0,male,female,gender,50001,de,fear
4,4,0,male,female,gender,50001,de,no_emotion
4,4,0,male,female,gender,50001,de,no_emotion
4,4,1,male,female,gender,50001,de,no_emotion
4,4,0,male,female,gender,50001,de,no_emotion
4,4,0,male,female,gender,50001,de,no_emotion
4,4,0,male,female,gender,50001,de,no_emotion
5,4,0,male,female,gender,50001,de,no_emotion
4,4,0,male,female,gender,50001,de,no_emotion
5,4,0,male,female,gender,50001,de,no_emotion
4,4,0,male,female,gender,50001,de,no_emotion
3,3,0,male,female,gender,50001,de,no_emotion
4,4,0,male,female,gender,50001,de
2,2,0,male,female,gender,50001,de,anger
2,2,0,male,female,gender,50001,de,anger
3,2,1,male,female,gender,50001,de,anger
3,3,0,male,female,gender,50001,de,anger
3,3,0,male,female,gender,50001,de,anger
3,3,0,male,female,gender,50001,de,anger
3,3,0,male,female,gender,50001,de,anger
3,3,0,male,female,gender,50001,de,anger
3,3,0,male,female,gender,50001,de,anger
3,3,0,male,female,gender,50001,de,anger
2,2,0,male,female,gender,50001,de,anger
5,5,0,male,female,gender,50001,de,joy
5,5,0,male,female,gender,50001,de,joy
5,5,1,male,female,gender,50001,de,joy
5,4,0,male,female,gender,50001,de,joy
5,5,0,male,female,gender,50001,de,joy
5,5,0,male,female,gender,50001,de,joy
5,5,0,male,female,gender,50001,de,joy
5,5,0,male,female,gender,50001,de,joy
5,5,0,male,female,gender,50001,de,joy
5,5,0,male,female,gender,50001,de,joy
2,2,0,male,female,gender,50001,de,joy
4,4,0,male,female,gender,50001,de,sadness
4,4,0,male,female,gender,50001,de,sadness
4,4,1,male,female,gender,50001,de,sadness
4,4,0,male,female,gender,50001,de,sadness
4,4,0,male,female,gender,50001,de,sadness
4,4,0,male,female,gender,50001,de,sadness
4,4,0,male,female,gender,50001,de,sadness
4,4,0,male,female,gender,50001,de,sadness
4,4,0,male,female,gender,50001,de,sadness
4,4,0,male,female,gender,50001,de,sadness
3,3,0,male,female,gender,50001,de,sadness
5,4,0,male,female,gender,50001,de,fear
5,5,0,male,female,gender,50001,de,fear
5,5,1,male,female,gender,50001,de,fear
5,4,0,male,female,gender,50001,de,fear
5,5,0,male,female,gender,50001,de,fear
5,5,0,male,female,gender,50001,de,fear
5,5,0,male,female,gender,50001,de,fear
5,5,0,male,female,gender,50001,de,fear
5,5,0,male,female,gender,50001,de,fear
5,5,0,male,female,gender,50001,de,fear
4,4,0,male,female,gender,50001,de,fear
4,4,0,male,female,gender,50001,de,no_emotion
4,4,0,male,female,gender,50001,de,no_emotion
4,4,1,male,female,gender,50001,de,no_emotion
4,4,0,male,female,gender,50001,de,no_emotion
4,4,0,male,female,gender,50001,de,no_emotion
4,4,0,male,female,gender,50001,de,no_emotion
5,4,0,male,female,gender,50001,de,no_emotion
4,4,0,male,female,gender,50001,de,no_emotion
5,4,0,male,female,gender,50001,de,no_emotion
4,4,0,male,female,gender,50001,de,no_emotion
3,3,0,male,female,gender,50001,de,no_emotion
4,4,0,male,female,gender,50001,de
2,2,0,male,female,gender,50001,de,anger
2,2,0,male,female,gender,50001,de,anger
3,2,1,male,female,gender,50001,de,anger
3,3,0,male,female,gender,50001,de,anger
3,3,0,male,female,gender,50001,de,anger
3,3,0,male,female,gender,50001,de,anger
3,3,0,male,female,gender,50001,de,anger
3,3,0,male,female,gender,50001,de,anger
3,3,0,male,female,gender,50001,de,anger
3,3,0,male,female,gender,50001,de,anger
2,2,0,male,female,gender,50001,de,anger
5,5,0,male,female,gender,50001,de,joy
5,5,0,male,female,gender,50001,de,joy
5,5,1,male,female,gender,50001,de,joy
5,4,0,male,female,gender,50001,de,joy
5,5,0,male,female,gender,50001,de,joy
5,5,0,male,female,gender,50001,de,joy
5,5,0,male,female,gender,50001,de,joy
5,5,0,male,female,gender,50001,de,joy
5,5,0,male,female,gender,50001,de,joy
5,5,0,male,female,gender,50001,de,joy
2,2,0,male,female,gender,50001,de,joy
4,4,0,male,female,gender,50001,de,sadness
4,4,0,male,female,gender,50001,de,sadness
4,4,1,male,female,gender,50001,de,sadness
4,4,0,male,female,gender,50001,de,sadness
4,4,0,male,female,gender,50001,de,sadness
4,4,0,male,female,gender,50001,de,sadness
4,4,0,male,female,gender,50001,de,sadness
4,4,0,male,female,gender,50001,de,sadness
4,4,0,male,female,gender,50001,de,sadness
4,4,0,male,female,gender,50001,de,sadness
3,3,0,male,female,gender,50001,de,sadness
5,4,0,male,female,gender,50001,de,fear
5,5,0,male,female,gender,50001,de,fear
5,5,1,male,female,gender,50001,de,fear
5,4,0,male,female,gender,50001,de,fear
5,5,0,male,female,gender,50001,de,fear
5,5,0,male,female,gender,50001,de,fear
5,5,0,male,female,gender,50001,de,fear
5,5,0,male,female,gender,50001,de,fear
5,5,0,male,female,gender,50001,de,fear
5,5,0,male,female,gender,50001,de,fear
4,4,0,male,female,gender,50001,de,fear
4,4,0,male,female,gender,50001,de,no_emotion
4,4,0,male,female,gender,50001,de,no_emotion
4,4,1,male,female,gender,50001,de,no_emotion
4,4,0,male,female,gender,50001,de,no_emotion
4,4,0,male,female,gender,50001,de,no_emotion
4,4,0,male,female,gender,50001,de,no_emotion
5,4,0,male,female,gender,50001,de,no_emotion
4,4,0,male,female,gender,50001,de,no_emotion
5,4,0,male,female,gender,50001,de,no_emotion
4,4,0,male,female,gender,50001,de,no_emotion
3,3,0,male,female,gender,50001,de,no_emotion
4,4,0,male,female,gender,50001,de
2,2,0,male,female,gender,50001,de,anger
2,2,0,male,female,gender,50001,de,anger
3,2,1,male,female,gender,50001,de,anger
3,3,0,male,female,gender,50001,de,anger
3,3,0,male,female,gender,50001,de,anger
3,3,0,male,female,gender,50001,de,anger
3,3,0,male,female,gender,50001,de,anger
3,3,0,male,female,gender,50001,de,anger
3,3,0,male,female,gender,50001,de,anger
3,3,0,male,female,gender,50001,de,anger
2,2,0,male,female,gender,50001,de,anger
5,5,0,male,female,gender,50001,de,joy
5,5,0,male,female,gender,50001,de,joy
5,5,1,male,female,gender,50001,de,joy
5,4,0,male,female,gender,50001,de,joy
5,5,0,male,female,gender,50001,de,joy
5,5,0,male,female,gender,50001,de,joy
5,5,0,male,female,gender,50001,de,joy
5,5,0,male,female,gender,50001,de,joy
5,5,0,male,female,gender,50001,de,joy
5,5,0,male,female,gender,50001,de,joy
2,2,0,male,female,gender,50001,de,joy
4,4,0,male,female,gender,50001,de,sadness
4,4,0,male,female,gender,50001,de,sadness
4,4,1,male,female,gender,50001,de,sadness
4,4,0,male,female,gender,50001,de,sadness
4,4,0,male,female,gender,50001,de,sadness
4,4,0,male,female,gender,50001,de,sadness
4,4,0,male,female,gender,50001,de,sadness
4,4,0,male,female,gender,50001,de,sadness
